"","date_time","gw_va_shen","p_va_shen","sw_va_shen","r_va_shen","gw_va_nova","p_va_nova","sw_va_nova","r_va_nova","region_md_cent","region_md_west"
"108",2038-04-18,0,0,0,0,0,0,0,0,0,1
"109",2038-04-19,0,0,0,0,0,0,0,0,0,1
"110",2038-04-20,0,0,0,0,0,0,0,0,0,1
"111",2038-04-21,0,0,0,0,0,0,0,0,0,1
"112",2038-04-22,0,0,0,0,0,0,0,0,0,1
"113",2038-04-23,0,0,0,0,0,0,0,0,0,1
"114",2038-04-24,0,0,0,0,0,0,0,0,0,1
"115",2038-04-25,0,0,0,0,0,0,0,0,0,1
"116",2038-04-26,0,0,0,0,0,0,0,0,0,1
"117",2038-04-27,0,0,0,0,0,0,0,0,0,1
"118",2038-04-28,0,0,0,0,0,0,0,0,0,0
"119",2038-04-29,0,0,0,0,0,0,0,0,0,0
"120",2038-04-30,0,0,0,0,0,0,0,0,0,0
"121",2038-05-01,0,0,0,0,0,0,0,0,0,0
"122",2038-05-02,0,0,0,0,0,0,0,0,0,0
"123",2038-05-03,0,0,0,0,0,0,0,0,0,0
"124",2038-05-04,0,0,0,0,0,0,0,0,0,0
"125",2038-05-05,0,0,0,0,0,0,0,0,0,0
"126",2038-05-06,0,0,0,0,0,0,0,0,0,0
"127",2038-05-07,0,0,0,0,0,0,0,0,0,0
"128",2038-05-08,0,0,0,0,0,0,0,0,0,0
"129",2038-05-09,0,0,0,0,0,0,0,0,0,0
"130",2038-05-10,0,0,0,0,0,0,0,0,0,0
"131",2038-05-11,0,0,0,0,0,0,0,0,0,0
"132",2038-05-12,0,0,0,0,0,0,0,0,0,0
"133",2038-05-13,0,0,0,0,0,0,0,0,0,0
"134",2038-05-14,0,0,0,0,0,0,0,0,0,0
"135",2038-05-15,0,0,0,0,0,0,0,0,0,0
"136",2038-05-16,0,0,0,0,0,0,0,0,0,0
"137",2038-05-17,0,0,0,0,0,0,0,0,0,0
"138",2038-05-18,0,0,0,0,0,0,0,0,0,0
"139",2038-05-19,0,0,0,0,0,0,0,0,0,0
"140",2038-05-20,0,0,0,0,0,0,0,0,0,0
"141",2038-05-21,0,0,0,0,0,0,0,0,0,0
"142",2038-05-22,0,0,0,0,0,0,0,0,0,0
"143",2038-05-23,0,0,0,0,0,0,0,0,0,0
"144",2038-05-24,0,0,0,0,0,0,0,0,0,0
"145",2038-05-25,0,0,0,0,0,0,0,0,0,0
"146",2038-05-26,0,0,0,0,0,0,0,0,0,0
"147",2038-05-27,0,0,0,0,0,0,0,0,0,0
"148",2038-05-28,0,0,0,0,0,0,0,0,0,0
"149",2038-05-29,0,0,0,0,0,0,0,0,0,0
"150",2038-05-30,0,0,0,0,0,0,0,0,0,0
"151",2038-05-31,0,0,0,0,0,0,0,0,0,0
"152",2038-06-01,0,0,0,0,0,0,0,0,0,0
"153",2038-06-02,0,0,0,0,0,0,0,0,0,0
"154",2038-06-03,0,0,0,0,0,0,0,0,0,0
"155",2038-06-04,0,0,0,0,0,0,0,0,0,0
"156",2038-06-05,0,0,0,0,0,0,0,0,0,0
"157",2038-06-06,0,0,0,0,0,0,0,0,0,0
"158",2038-06-07,0,0,0,0,0,0,0,0,0,0
"159",2038-06-08,0,0,0,0,0,0,0,0,0,1
"160",2038-06-09,0,0,0,0,0,0,0,0,0,1
"161",2038-06-10,0,0,0,0,0,0,0,0,0,1
"162",2038-06-11,0,0,0,0,0,0,0,0,0,1
"163",2038-06-12,0,0,0,0,0,0,0,0,0,1
"164",2038-06-13,0,0,0,0,0,0,0,0,0,1
"165",2038-06-14,0,0,0,0,0,0,0,0,0,1
"166",2038-06-15,0,0,0,0,0,0,0,0,0,0
"167",2038-06-16,0,0,0,0,0,0,0,0,0,0
"168",2038-06-17,0,0,0,0,0,0,0,0,0,0
"169",2038-06-18,0,0,0,0,0,0,0,0,0,0
"170",2038-06-19,0,0,0,0,0,0,0,0,0,0
"171",2038-06-20,0,0,0,0,0,0,0,0,0,0
"172",2038-06-21,0,0,0,0,0,0,0,0,0,0
"173",2038-06-22,0,0,0,0,0,0,0,0,0,0
"174",2038-06-23,0,0,0,0,0,0,0,0,0,0
"175",2038-06-24,0,0,0,0,0,0,0,0,0,0
"176",2038-06-25,0,0,0,0,0,0,0,0,0,0
"177",2038-06-26,0,0,0,0,0,0,0,0,0,0
"178",2038-06-27,0,0,0,0,0,0,0,0,0,0
"179",2038-06-28,0,0,0,0,0,0,0,0,0,0
"180",2038-06-29,0,0,0,0,0,0,0,0,0,0
"181",2038-06-30,0,0,0,0,0,0,0,0,0,0
"182",2038-07-01,0,0,0,0,0,0,0,0,0,0
"183",2038-07-02,0,0,0,0,0,0,0,0,0,0
"184",2038-07-03,0,0,0,0,0,0,0,0,0,0
"185",2038-07-04,0,0,0,0,0,0,0,0,0,0
"186",2038-07-05,0,0,0,0,0,0,0,0,0,0
"187",2038-07-06,0,0,0,0,0,0,0,0,0,0
"188",2038-07-07,0,0,0,0,0,0,0,0,0,0
"189",2038-07-08,0,0,0,0,0,0,0,0,0,0
"190",2038-07-09,0,0,0,0,0,0,0,0,0,0
"191",2038-07-10,0,0,0,0,0,0,0,0,0,0
"192",2038-07-11,0,0,0,0,0,0,0,0,0,0
"193",2038-07-12,0,0,0,0,0,0,0,0,0,0
"194",2038-07-13,0,0,0,0,0,0,0,0,0,0
"195",2038-07-14,0,0,0,0,0,0,0,0,0,0
"196",2038-07-15,0,0,0,0,0,0,0,0,0,0
"197",2038-07-16,0,0,0,0,0,0,0,0,0,0
"198",2038-07-17,0,0,0,0,0,0,0,0,0,0
"199",2038-07-18,0,0,0,0,0,0,0,0,0,0
"200",2038-07-19,0,0,0,0,0,0,0,0,0,0
"201",2038-07-20,0,0,0,0,0,0,0,0,0,0
"202",2038-07-21,0,0,0,0,0,0,0,0,0,0
"203",2038-07-22,0,0,0,0,0,0,0,0,0,0
"204",2038-07-23,0,0,0,0,0,0,0,0,0,0
"205",2038-07-24,0,0,0,0,0,0,0,0,0,0
"206",2038-07-25,0,0,0,0,0,0,0,0,0,0
"207",2038-07-26,0,0,0,0,0,0,0,0,0,0
"208",2038-07-27,0,0,0,0,0,0,0,0,0,0
"209",2038-07-28,0,0,0,0,0,0,0,0,0,0
"210",2038-07-29,0,0,0,0,0,0,0,0,0,0
"211",2038-07-30,0,0,0,0,0,0,0,0,0,0
"212",2038-07-31,0,0,0,0,0,0,0,0,0,0
"213",2038-08-01,1,1,1,1,1,1,1,1,0,0
"214",2038-08-02,1,1,1,1,1,1,1,1,0,0
"215",2038-08-03,1,1,1,1,1,1,1,1,0,0
"216",2038-08-04,1,1,1,1,1,1,1,1,0,0
"217",2038-08-05,1,1,1,1,1,1,1,1,0,0
"218",2038-08-06,1,1,1,1,1,1,1,1,0,0
"219",2038-08-07,1,1,1,1,1,1,1,1,0,0
"220",2038-08-08,1,1,1,1,1,1,1,1,0,0
"221",2038-08-09,1,1,1,1,1,1,1,1,0,0
"222",2038-08-10,1,1,1,1,1,1,1,1,1,1
"223",2038-08-11,1,1,1,1,1,1,1,1,1,1
"224",2038-08-12,1,1,1,1,1,1,1,1,1,0
"225",2038-08-13,1,1,1,1,1,1,1,1,1,0
"226",2038-08-14,1,1,1,1,1,1,1,1,1,0
"227",2038-08-15,1,1,1,1,1,1,1,1,1,0
"228",2038-08-16,1,1,1,1,1,1,1,1,1,0
"229",2038-08-17,1,1,1,1,1,1,1,1,1,0
"230",2038-08-18,1,1,1,1,1,1,1,1,1,0
"231",2038-08-19,1,1,1,1,1,1,1,1,1,0
"232",2038-08-20,1,1,1,1,1,1,1,1,1,0
"233",2038-08-21,1,1,1,1,1,1,1,1,1,0
"234",2038-08-22,1,1,1,1,1,1,1,1,1,0
"235",2038-08-23,1,1,1,1,1,1,1,1,1,0
"236",2038-08-24,1,1,1,1,1,1,1,1,1,0
"237",2038-08-25,1,1,1,1,1,1,1,1,1,0
"238",2038-08-26,1,1,1,1,1,1,1,1,1,0
"239",2038-08-27,1,1,1,1,1,1,1,1,1,0
"240",2038-08-28,1,1,1,1,1,1,1,1,0,0
"241",2038-08-29,1,1,1,1,1,1,1,1,0,0
"242",2038-08-30,1,1,1,1,1,1,1,1,0,0
"243",2038-08-31,1,1,1,1,1,1,1,1,1,0
"244",2038-09-01,1,1,1,1,1,1,1,1,1,0
"245",2038-09-02,1,1,1,1,1,1,1,1,1,0
"246",2038-09-03,1,1,1,1,1,1,1,1,1,0
"247",2038-09-04,1,1,1,1,1,1,1,1,1,0
"248",2038-09-05,1,1,1,1,1,1,1,1,1,0
"249",2038-09-06,1,1,1,1,1,1,1,1,1,0
"250",2038-09-07,1,1,1,1,1,1,1,1,1,0
"251",2038-09-08,1,1,1,1,1,1,1,1,1,0
"252",2038-09-09,1,1,1,1,1,1,1,1,1,0
"253",2038-09-10,1,1,1,1,1,1,1,1,1,0
"254",2038-09-11,1,1,1,1,1,1,1,1,1,0
"255",2038-09-12,1,1,1,1,1,1,1,1,1,0
"256",2038-09-13,1,1,1,1,1,1,1,1,1,0
"257",2038-09-14,1,1,1,1,1,1,1,1,1,0
"258",2038-09-15,1,1,1,1,1,1,1,1,1,0
"259",2038-09-16,1,1,1,1,1,1,1,1,1,0
"260",2038-09-17,1,1,1,1,1,1,1,1,2,0
"261",2038-09-18,1,1,1,1,1,1,1,1,2,0
"262",2038-09-19,1,1,1,1,1,1,1,1,3,0
"263",2038-09-20,1,1,1,1,1,1,1,1,3,0
"264",2038-09-21,1,1,1,1,1,1,1,1,3,0
"265",2038-09-22,1,1,1,1,1,1,1,1,3,0
"266",2038-09-23,1,1,1,1,1,1,1,1,3,0
"267",2038-09-24,1,1,1,1,1,1,1,1,3,0
"268",2038-09-25,1,1,1,1,1,1,1,1,3,0
"269",2038-09-26,1,1,1,1,1,1,1,1,3,0
"270",2038-09-27,1,1,1,1,1,1,1,1,3,0
"271",2038-09-28,1,1,1,1,1,1,1,1,3,1
"272",2038-09-29,1,1,1,1,1,1,1,1,3,1
"273",2038-09-30,1,1,1,1,1,1,1,1,3,1
"274",2038-10-01,2,2,2,2,2,2,2,2,3,1
"275",2038-10-02,2,2,2,2,2,2,2,2,3,1
"276",2038-10-03,2,2,2,2,2,2,2,2,3,1
"277",2038-10-04,2,2,2,2,2,2,2,2,3,1
"278",2038-10-05,2,2,2,2,2,2,2,2,3,1
"279",2038-10-06,2,2,2,2,2,2,2,2,3,1
"280",2038-10-07,2,2,2,2,2,2,2,2,3,1
"281",2038-10-08,2,2,2,2,2,2,2,2,3,1
"282",2038-10-09,2,2,2,2,2,2,2,2,3,1
"283",2038-10-10,2,2,2,2,2,2,2,2,3,1
"284",2038-10-11,2,2,2,2,2,2,2,2,3,1
"285",2038-10-12,2,2,2,2,2,2,2,2,3,1
"286",2038-10-13,2,2,2,2,2,2,2,2,3,1
"287",2038-10-14,2,2,2,2,2,2,2,2,3,1
"288",2038-10-15,2,2,2,2,2,2,2,2,3,1
"289",2038-10-16,2,2,2,2,2,2,2,2,3,1
"290",2038-10-17,2,2,2,2,2,2,2,2,3,1
"291",2038-10-18,2,2,2,2,2,2,2,2,2,1
"292",2038-10-19,2,2,2,2,2,2,2,2,2,1
"293",2038-10-20,2,2,2,2,2,2,2,2,2,1
"294",2038-10-21,2,2,2,2,2,2,2,2,2,1
"295",2038-10-22,2,2,2,2,2,2,2,2,2,1
"296",2038-10-23,2,2,2,2,2,2,2,2,2,1
"297",2038-10-24,2,2,2,2,2,2,2,2,2,1
"298",2038-10-25,2,2,2,2,2,2,2,2,2,1
"299",2038-10-26,2,2,2,2,2,2,2,2,2,1
"300",2038-10-27,2,2,2,2,2,2,2,2,2,1
"301",2038-10-28,2,2,2,2,2,2,2,2,2,1
"302",2038-10-29,2,2,2,2,2,2,2,2,2,1
"303",2038-10-30,2,2,2,2,2,2,2,2,2,2
"304",2038-10-31,2,2,2,2,2,2,2,2,2,2
"305",2038-11-01,2,2,2,2,2,2,2,2,2,2
"306",2038-11-02,2,2,2,2,2,2,2,2,2,2
"307",2038-11-03,2,2,2,2,2,2,2,2,2,2
"308",2038-11-04,2,2,2,2,2,2,2,2,2,2
"309",2038-11-05,2,2,2,2,2,2,2,2,2,2
"310",2038-11-06,2,2,2,2,2,2,2,2,2,2
"311",2038-11-07,2,2,2,2,2,2,2,2,2,3
"312",2038-11-08,2,2,2,2,2,2,2,2,3,3
"313",2038-11-09,2,2,2,2,2,2,2,2,3,3
"314",2038-11-10,2,2,2,2,2,2,2,2,3,3
"315",2038-11-11,2,2,2,2,2,2,2,2,3,3
"316",2038-11-12,2,2,2,2,2,2,2,2,3,3
"317",2038-11-13,2,2,2,2,2,2,2,2,3,3
"318",2038-11-14,2,2,2,2,2,2,2,2,3,3
"319",2038-11-15,2,2,2,2,2,2,2,2,3,3
"320",2038-11-16,2,2,2,2,2,2,2,2,3,3
"321",2038-11-17,2,2,2,2,2,2,2,2,3,3
"322",2038-11-18,2,2,2,2,2,2,2,2,3,3
"323",2038-11-19,2,2,2,2,2,2,2,2,3,3
"324",2038-11-20,2,2,2,2,2,2,2,2,3,3
"325",2038-11-21,2,2,2,2,2,2,2,2,3,3
"326",2038-11-22,2,2,2,2,2,2,2,2,3,3
"327",2038-11-23,2,2,2,2,2,2,2,2,3,3
"328",2038-11-24,2,2,2,2,2,2,2,2,3,3
"329",2038-11-25,2,2,2,2,2,2,2,2,3,3
"330",2038-11-26,2,2,2,2,2,2,2,2,3,3
"331",2038-11-27,2,2,2,2,2,2,2,2,3,3
"332",2038-11-28,2,2,2,2,2,2,2,2,3,3
"333",2038-11-29,2,2,2,2,2,2,2,2,3,3
"334",2038-11-30,2,2,2,2,2,2,2,2,3,3
"335",2038-12-01,2,2,2,2,2,2,2,2,3,3
"336",2038-12-02,2,2,2,2,2,2,2,2,3,3
"337",2038-12-03,2,2,2,2,2,2,2,2,3,3
"338",2038-12-04,2,2,2,2,2,2,2,2,3,3
"339",2038-12-05,2,2,2,2,2,2,2,2,3,3
"340",2038-12-06,2,2,2,2,2,2,2,2,3,3
"341",2038-12-07,2,2,2,2,2,2,2,2,3,3
"342",2038-12-08,2,2,2,2,2,2,2,2,3,3
"343",2038-12-09,2,2,2,2,2,2,2,2,3,3
"344",2038-12-10,2,2,2,2,2,2,2,2,3,3
"345",2038-12-11,2,2,2,2,2,2,2,2,3,3
"346",2038-12-12,2,2,2,2,2,2,2,2,3,3
"347",2038-12-13,2,2,2,2,2,2,2,2,3,3
"348",2038-12-14,2,2,2,2,2,2,2,2,3,3
"349",2038-12-15,2,2,2,2,2,2,2,2,3,3
"350",2038-12-16,2,2,2,2,2,2,2,2,3,3
"351",2038-12-17,2,2,2,2,2,2,2,2,3,3
"352",2038-12-18,2,2,2,2,2,2,2,2,3,3
"353",2038-12-19,2,2,2,2,2,2,2,2,3,3
"354",2038-12-20,2,2,2,2,2,2,2,2,3,3
"355",2038-12-21,2,2,2,2,2,2,2,2,3,3
"356",2038-12-22,2,2,2,2,2,2,2,2,3,3
"357",2038-12-23,2,2,2,2,2,2,2,2,3,3
"358",2038-12-24,2,2,2,2,2,2,2,2,3,3
"359",2038-12-25,2,2,2,2,2,2,2,2,3,3
"360",2038-12-26,2,2,2,2,2,2,2,2,3,3
"361",2038-12-27,2,2,2,2,2,2,2,2,3,3
"362",2038-12-28,2,2,2,2,2,2,2,2,3,3
"363",2038-12-29,2,2,2,2,2,2,2,2,3,3
"364",2038-12-30,2,2,2,2,2,2,2,2,3,3
"365",2038-12-31,2,2,2,2,2,2,2,2,3,3
"366",2039-01-01,2,2,2,2,2,2,2,2,3,3
"367",2039-01-02,2,2,2,2,2,2,2,2,3,3
"368",2039-01-03,2,2,2,2,2,2,2,2,3,3
"369",2039-01-04,2,2,2,2,2,2,2,2,3,3
"370",2039-01-05,2,2,2,2,2,2,2,2,3,3
"371",2039-01-06,2,2,2,2,2,2,2,2,3,3
"372",2039-01-07,2,2,2,2,2,2,2,2,3,3
"373",2039-01-08,2,2,2,2,2,2,2,2,3,3
"374",2039-01-09,2,2,2,2,2,2,2,2,3,3
"375",2039-01-10,2,2,2,2,2,2,2,2,3,3
"376",2039-01-11,2,2,2,2,2,2,2,2,3,3
"377",2039-01-12,2,2,2,2,2,2,2,2,3,3
"378",2039-01-13,2,2,2,2,2,2,2,2,3,3
"379",2039-01-14,2,2,2,2,2,2,2,2,3,3
"380",2039-01-15,2,2,2,2,2,2,2,2,3,3
"381",2039-01-16,2,2,2,2,2,2,2,2,3,3
"382",2039-01-17,2,2,2,2,2,2,2,2,3,3
"383",2039-01-18,2,2,2,2,2,2,2,2,3,3
"384",2039-01-19,2,2,2,2,2,2,2,2,3,3
"385",2039-01-20,2,2,2,2,2,2,2,2,3,2
"386",2039-01-21,2,2,2,2,2,2,2,2,2,1
"387",2039-01-22,2,2,2,2,2,2,2,2,2,1
"388",2039-01-23,2,2,2,2,2,2,2,2,2,1
"389",2039-01-24,2,2,2,2,2,2,2,2,2,1
"390",2039-01-25,2,2,2,2,2,2,2,2,2,0
"391",2039-01-26,2,2,2,2,2,2,2,2,0,0
"392",2039-01-27,2,2,2,2,2,2,2,2,0,0
"393",2039-01-28,2,2,2,2,2,2,2,2,0,0
"394",2039-01-29,2,2,2,2,2,2,2,2,0,0
"395",2039-01-30,2,2,2,2,2,2,2,2,0,0
"396",2039-01-31,2,2,2,2,2,2,2,2,0,0
"397",2039-02-01,2,2,2,2,2,2,2,2,0,0
"398",2039-02-02,2,2,2,2,2,2,2,2,0,0
"399",2039-02-03,2,2,2,2,2,2,2,2,0,0
"400",2039-02-04,2,2,2,2,2,2,2,2,0,0
"401",2039-02-05,2,2,2,2,2,2,2,2,0,0
"402",2039-02-06,2,2,2,2,2,2,2,2,0,0
"403",2039-02-07,2,2,2,2,2,2,2,2,0,0
"404",2039-02-08,2,2,2,2,2,2,2,2,0,0
"405",2039-02-09,2,2,2,2,2,2,2,2,0,0
"406",2039-02-10,2,2,2,2,2,2,2,2,0,0
"407",2039-02-11,2,2,2,2,2,2,2,2,0,0
"408",2039-02-12,2,2,2,2,2,2,2,2,0,0
"409",2039-02-13,2,2,2,2,2,2,2,2,0,0
"410",2039-02-14,2,2,2,2,2,2,2,2,0,0
"411",2039-02-15,1,1,1,1,1,1,1,1,0,0
"412",2039-02-16,1,1,1,1,1,1,1,1,0,0
"413",2039-02-17,1,1,1,1,1,1,1,1,0,0
"414",2039-02-18,1,1,1,1,1,1,1,1,0,0
"415",2039-02-19,1,1,1,1,1,1,1,1,0,0
"416",2039-02-20,1,1,1,1,1,1,1,1,0,0
"417",2039-02-21,1,1,1,1,1,1,1,1,0,0
"418",2039-02-22,1,1,1,1,1,1,1,1,0,0
"419",2039-02-23,1,1,1,1,1,1,1,1,0,0
"420",2039-02-24,1,1,1,1,1,1,1,1,0,0
"421",2039-02-25,1,1,1,1,1,1,1,1,1,0
"422",2039-02-26,1,1,1,1,1,1,1,1,1,0
"423",2039-02-27,1,1,1,1,1,1,1,1,1,0
"424",2039-02-28,1,1,1,1,1,1,1,1,1,0
"425",2039-03-01,1,1,1,1,1,1,1,1,1,0
"426",2039-03-02,1,1,1,1,1,1,1,1,1,0
"427",2039-03-03,1,1,1,1,1,1,1,1,1,0
"428",2039-03-04,1,1,1,1,1,1,1,1,1,0
"429",2039-03-05,1,1,1,1,1,1,1,1,1,0
"430",2039-03-06,1,1,1,1,1,1,1,1,1,0
"431",2039-03-07,1,1,1,1,1,1,1,1,1,0
"432",2039-03-08,1,1,1,1,1,1,1,1,1,0
"433",2039-03-09,1,1,1,1,1,1,1,1,1,0
"434",2039-03-10,1,1,1,1,1,1,1,1,1,0
"435",2039-03-11,1,1,1,1,1,1,1,1,1,0
"436",2039-03-12,1,1,1,1,1,1,1,1,1,0
"437",2039-03-13,1,1,1,1,1,1,1,1,1,1
"438",2039-03-14,1,1,1,1,1,1,1,1,2,1
"439",2039-03-15,1,1,1,1,1,1,1,1,2,1
"440",2039-03-16,1,1,1,1,1,1,1,1,1,0
"441",2039-03-17,1,1,1,1,1,1,1,1,1,0
"442",2039-03-18,1,1,1,1,1,1,1,1,2,0
"443",2039-03-19,1,1,1,1,1,1,1,1,1,0
"444",2039-03-20,1,1,1,1,1,1,1,1,1,0
"445",2039-03-21,1,1,1,1,1,1,1,1,1,0
"446",2039-03-22,1,1,1,1,1,1,1,1,1,0
"447",2039-03-23,1,1,1,1,1,1,1,1,1,0
"448",2039-03-24,1,1,1,1,1,1,1,1,1,0
"449",2039-03-25,1,1,1,1,1,1,1,1,1,0
"450",2039-03-26,1,1,1,1,1,1,1,1,1,0
"451",2039-03-27,1,1,1,1,1,1,1,1,1,0
"452",2039-03-28,1,1,1,1,1,1,1,1,1,0
"453",2039-03-29,1,1,1,1,1,1,1,1,1,0
"454",2039-03-30,1,1,1,1,1,1,1,1,1,0
"455",2039-03-31,1,1,1,1,1,1,1,1,1,0
"456",2039-04-01,1,1,1,1,1,1,1,1,1,0
"457",2039-04-02,1,1,1,1,1,1,1,1,1,0
"458",2039-04-03,1,1,1,1,1,1,1,1,1,0
"459",2039-04-04,1,1,1,1,1,1,1,1,1,1
"460",2039-04-05,1,1,1,1,1,1,1,1,1,1
"461",2039-04-06,1,1,1,1,1,1,1,1,1,1
